"","germplasmName","Grain.moisture.content._Big6_Fra_23","Grain.moisture.content._Big6_Fre_23","Grain.moisture.content._Big6_Ith_23","Grain.moisture.content._Big6_Laf_23","Grain.moisture.content._Big6_Mas_23","Grain.moisture.content._Big6_Urb_23","Grain.moisture.content._Big6_Vin_23","Grain.moisture.content._Big6_Woo_23","Grain.test.weight...lbs.bu_Big6_Fra_23","Grain.test.weight...lbs.bu_Big6_Fre_23","Grain.test.weight...lbs.bu_Big6_Ith_23","Grain.test.weight...lbs.bu_Big6_Laf_23","Grain.test.weight...lbs.bu_Big6_Mas_23","Grain.test.weight...lbs.bu_Big6_Prn_23","Grain.test.weight...lbs.bu_Big6_Urb_23","Grain.test.weight...lbs.bu_Big6_Vin_23","Grain.test.weight...lbs.bu_Big6_Woo_23","Grain.yield...bu.ac_Big6_Fra_23","Grain.yield...bu.ac_Big6_Fre_23","Grain.yield...bu.ac_Big6_Ith_23","Grain.yield...bu.ac_Big6_Laf_23","Grain.yield...bu.ac_Big6_Mas_23","Grain.yield...bu.ac_Big6_Prn_23","Grain.yield...bu.ac_Big6_Urb_23","Grain.yield...bu.ac_Big6_Vin_23","Grain.yield...bu.ac_Big6_Woo_23","Heading.time...Julian.date_Big6_Laf_23","Heading.time...Julian.date_Big6_Mas_23","Heading.time...Julian.date_Big6_Prn_23","Heading.time...Julian.date_Big6_Scb_23","Heading.time...Julian.date_Big6_Urb_23","Heading.time...Julian.date_Big6_Vin_23","Heading.time...Julian.date_Big6_Woo_23","Lodging.incidence...0.9.percentage.scale.CO_321.0001282_Big6_Ith_23","Plant.height.inches_Big6_Mas_23","Plant.height.inches_Big6_Prn_23","Plant.height.inches_Big6_Urb_23","Plant.height.inches_Big6_Woo_23"
"334","X15-1091-98-18-3",15.03,13.29,14.03,16.26,13.04,12.35,NA,12.13,60.19,57.09,56.21,54.3,60.97,57.33,58.71,NA,59.57,102.17,114.58,66.25,74.2,88.12,125.75,107.76,NA,105.77,135.63,151.1,110.46,137.72,134.16,NA,138.26,0.02,35.53,38.4,39.79,37.08
"335","X15-1118-27-1-3",15.76,12.97,13.47,16.87,13.08,14.87,NA,12.61,61.09,58.74,56.36,53.32,61.22,56.07,61,NA,57.27,97.2,108.5,65.14,76.24,82.91,98.82,105,NA,90.12,138.04,150.98,125.12,141.47,134.82,NA,141.07,0,34.53,41.24,41.63,37.57
"336","X15-1141-5-20-1-4",15.84,13.44,NA,16.8,13.51,12.54,NA,12.86,61.29,58.2,NA,54.07,61.16,57.66,60,NA,59.69,92.45,83.03,NA,76.02,80.05,100.83,100.64,NA,93.09,134.05,150.95,112.75,135.81,134.42,NA,138.57,NA,32.6,36.27,36.9,34.47
"337","X15-1141-53-1-5-10",16.91,13.5,NA,17.52,13.83,14.12,NA,13.03,61.21,56.59,NA,52.88,61.14,53.7,60.29,NA,58.35,103.35,93.4,NA,62.19,92.66,102.98,118.08,NA,100.65,135.84,150.06,116.51,141.06,132.88,NA,137.27,NA,35.42,36.76,38.53,34.8
"338","X15-1141-53-2-5-2",14.79,13.1,NA,17.3,13.42,13.08,NA,12.91,59.67,55.41,NA,50.9,60.43,56.81,59.05,NA,56.51,97.63,115.92,NA,72.14,93.95,104.76,107.11,NA,106.02,136.59,151.24,121.56,137.86,134.39,NA,140.91,NA,39.99,44.24,42.93,38.41
"339","X16-1002-4-3-3-1",16.2,13.5,NA,18.08,12.95,12,NA,13.06,61.17,57.45,NA,52.82,60.71,54.69,58.99,NA,59.53,103.02,122.09,NA,82.14,89.86,105.85,107.3,NA,107.02,135.5,149.91,111.09,138.83,133.9,NA,135.68,NA,34.75,37.29,36.87,34.88
"340","X16-1007-30-19-5-1",17.69,14.11,NA,17.18,13.43,12.44,NA,13.07,63.39,56.82,NA,54.18,61.51,56.73,58.74,NA,60.3,105.04,108.75,NA,68.18,84.17,128.13,85.41,NA,86.92,136.9,151.25,113.48,139.33,133.81,NA,139.89,NA,34.57,36.6,36.13,34.55
"341","X16-1008-42-10-3-1",16.92,12.92,NA,17.18,13.44,13.16,NA,13.3,62.69,57.61,NA,52.51,61.9,53.24,59.99,NA,57.44,101.65,105.24,NA,64.64,81.01,88.65,103.44,NA,104.35,137.93,152.09,117.76,142.09,134.96,NA,139.66,NA,36.69,38.16,41.96,39.31
"342","X16-1016-35-3-1-1",16.93,12.83,NA,16.73,14.01,16.33,NA,12.84,61.95,60.38,NA,52.96,62.34,51.56,63.27,NA,58.47,93.44,122.89,NA,74.48,83.95,101.36,104.45,NA,102.84,138.2,151.15,113.33,137.7,133.9,NA,137.13,NA,34.73,39.92,39.62,35.87
"343","X16-1016-36-11-3-1",16.13,13.39,NA,17.25,14.04,15.83,NA,12.78,61.65,60.72,NA,54.85,62.69,48.33,62.58,NA,57.9,96.27,118.76,NA,89.92,85.48,83.8,102.25,NA,87.86,136.92,151.05,115.34,138.32,133.91,NA,138.89,NA,36.01,37.73,40.05,36.76
"344","X16-1021-13-17-5-10",17.99,13.64,NA,18.51,14.23,14.03,NA,13.28,64.61,56.65,NA,52.28,62.49,54.24,60.82,NA,58.24,102.78,106.64,NA,66.45,86.86,96.7,92.02,NA,104.97,138.15,149.76,114.3,140.33,134.99,NA,138.88,NA,36.97,38.15,36.35,38.99
"345","X16-1021-131-19-1-1",18.4,13.64,NA,19.24,14.28,14.52,NA,13.41,63.87,58.17,NA,51.34,61.68,55.02,62.32,NA,55.5,98.95,107.36,NA,77.77,86.86,105.52,122.62,NA,97.64,135.15,151.99,112,137.86,135.11,NA,137.94,NA,33.5,38.92,38.82,36.31
"346","X16-1021-84-8-5-1",17.19,13.76,NA,18.24,14.19,14.83,NA,13.26,62.08,51.99,NA,50.9,62.2,51.24,61.02,NA,54.92,98.1,97.51,NA,75.45,85.66,102.02,111.91,NA,93.94,135.16,151.95,114.14,138.74,134.26,NA,139.36,NA,37.59,37.42,42.71,37.57
"347","X16-1023-25-11-1-1",18.21,13.93,NA,18.74,13.83,13.44,NA,14.83,64.44,59.84,NA,52.91,63.13,44.79,61.88,NA,55.46,100.95,111.09,NA,77.27,87.88,95,111.16,NA,66.14,138.49,152.1,116.61,139.22,134.01,NA,139.45,NA,36.55,38.77,43.8,41.35
"348","X16-1023-26-15-1-6",16.22,13.24,NA,17.86,13.9,15.5,NA,13.04,60.96,56.83,NA,52.08,61.49,54.66,62.3,NA,58.01,92.86,128.68,NA,82.21,93.44,93.91,103.4,NA,94.62,136.11,150.99,115.13,139.02,134.92,NA,140.02,NA,39.19,40.95,43.09,41.91
"349","X16-1023-26-16-1-10",17.92,13.27,NA,17.78,13.91,14.81,NA,12.78,63.18,55.7,NA,52.68,62.41,57.1,63.88,NA,55.57,94.71,106.84,NA,73.72,77.21,103.95,118.87,NA,82.98,133.74,150.13,111.56,136.65,131.84,NA,135.53,NA,34.55,39.94,40.44,37.52
"350","X16-1023-26-16-1-4",16.31,13.11,NA,17.67,14.05,14.47,NA,12.87,61.9,56.44,NA,53.31,62.08,NA,63.42,NA,57.82,99.2,103.82,NA,65.11,81.83,NA,112.97,NA,95.06,135.29,149.86,113.72,137.8,132.57,NA,136.74,NA,38.86,38.94,39.94,37.22
"351","X16-1023-26-19-1-8",16.43,13.41,NA,17.9,13.51,14.86,NA,13.18,62.24,57.04,NA,52.74,62.15,54.63,62.18,NA,59.34,94.37,117.52,NA,93.26,87.71,115.02,106.52,NA,91.42,137.98,150.81,114.38,139.71,136.66,NA,140.91,NA,42.38,42.51,40.58,41.29
"352","X16-1023-86-4-5-1",17.35,13.49,NA,17.52,13.6,14.92,NA,13.59,63.19,59.36,NA,54.24,61.77,56.17,64.18,NA,58.72,95.75,104.32,NA,74.02,86.01,98.23,113.85,NA,96.72,137.45,150.94,115.82,139.55,136.7,NA,140.84,NA,35.53,36.68,38.35,39.5
"353","X16-1026-45-1-5-10",16.88,14.09,NA,18.2,14.1,16.31,NA,13.58,63.62,59.75,NA,52.65,63.04,52.19,65.35,NA,59.41,91.82,112.99,NA,81.55,95.82,103.38,116.54,NA,94.41,136.24,151.23,112.7,136.16,134.46,NA,138.9,NA,38.36,36.46,38.76,40.22
"354","X16-1030-123-17-1-1",18.49,12.94,NA,18.56,13.73,14.69,NA,13.08,61.79,55.82,NA,52.11,61.39,57.34,61.19,NA,56.02,101.77,101.42,NA,77.47,90.37,85.71,101.04,NA,102.7,137.59,151.05,114.61,138.27,133.96,NA,136.81,NA,33.61,33.51,34.2,35.46
"355","X16-1042-128-13-5-1",16.07,13.66,NA,16.84,13.7,13.16,NA,12.94,61.67,58.52,NA,53.83,61.77,54.79,59.42,NA,56.83,100.41,114.08,NA,66.43,83.42,77.68,100.54,NA,92.98,141.08,152.24,119.94,141.59,136.38,NA,141.24,NA,34.44,35.37,41.07,36.79
"356","X16-1047-72-18-5-1",16.58,13.99,NA,18.11,13.98,14.15,NA,13.52,63.91,58.85,NA,52.48,63.34,56.95,61.58,NA,59.67,103.56,98.31,NA,72.84,81.67,95.69,101.05,NA,100.16,137.72,151.07,116.56,141.49,134.84,NA,138.63,NA,34.35,41.46,37.37,35.45
"357","X16-1067-132-1-1-1",16.24,12.89,NA,16.81,12.74,13.55,NA,12.72,62.14,58.66,NA,53.77,61.05,53.59,61.16,NA,54.38,92.84,114.99,NA,61.83,78.91,81.4,89.34,NA,73.9,135.16,150.74,114.9,135.45,135.43,NA,135.37,NA,34.22,33.35,37.34,32.51
"358","X16-1067-134-8-5-1",15.25,13.29,NA,17.22,13.66,13.92,NA,13.06,61.56,58.85,NA,53.11,62.22,55.43,60.58,NA,55.95,94.31,95.1,NA,70.19,78.02,88.17,104.91,NA,98.14,136.7,152.27,114.3,138.24,134.91,NA,139.49,NA,36.86,38.11,43.08,37.53
"359","X16-1068-33-3-5-4",15.43,13.46,NA,17.4,13.54,13.57,NA,11.98,59.89,58.06,NA,52.24,59.73,52.14,59.51,NA,54.41,107.02,119.6,NA,82.57,87.03,106.53,106.64,NA,82.36,136.86,152.17,114.78,141.33,132.43,NA,138.32,NA,35.03,37.6,40.3,33.63
"360","X16-1077-48-9-3-1",16.34,NA,NA,16.38,13.18,15.8,NA,13.63,62.95,NA,NA,54.64,63.41,55.24,62.32,NA,58.45,80.99,NA,NA,68.29,81.57,97.92,88.09,NA,90.41,137.91,151.87,114.87,141.19,135.51,NA,139.62,NA,41.35,43.54,42.17,42.21
"361","X16-1079-65-13-5-1",17.08,13.19,NA,16.76,13.55,15.03,NA,12.67,61.3,58.64,NA,53.85,61.2,53.61,63.1,NA,59,103.26,98.57,NA,82.78,93.2,120.88,92.26,NA,118.83,141.22,151.86,114.77,139.58,134.96,NA,137.98,NA,36.71,41.75,39.17,36.35
"362","X16-1079-73-15-3-2",15.62,12.67,NA,17.16,12.84,13.68,NA,12.01,60.44,57.18,NA,53.87,60.43,54.81,60.48,NA,56.6,101.31,105.51,NA,82.22,86.26,85.46,91.02,NA,87.73,135.66,149.89,114.95,137.65,135.73,NA,139.18,NA,33.36,36,36.48,33.64
"363","X16-1081-22-11-3-13",16.38,12.53,NA,16.25,13.1,13.59,NA,12.09,61.65,57.1,NA,54.34,62.12,53.15,60.96,NA,59.68,96.21,102.56,NA,63.75,69.82,76.89,76.86,NA,91.52,135.5,150.2,112.69,138.62,132.2,NA,139.8,NA,35.34,36.13,39.5,38.9
"364","X16-1088-99-14-1-4",15.71,12.66,NA,17.22,13.39,10.74,NA,12.11,59.54,57.63,NA,50.29,60.09,49.85,57.67,NA,55.83,101.62,116.51,NA,65.53,86.82,102.88,97.56,NA,97.38,138.17,151.07,113.61,137.87,134.25,NA,137.16,NA,34.04,38.34,38.99,37.17
"365","X16-1092-7-6-5-1",15.27,12.89,NA,16.75,13.09,14.77,NA,12.24,61.43,56.93,NA,54.95,62.19,50.93,61.28,NA,58.54,87.2,100.59,NA,74.16,90.23,103.21,86.15,NA,88.8,134.96,150,113.72,137.52,133.91,NA,134.4,NA,36.01,35.73,39.15,37.5
"366","X16-3013-1-12-5",15.09,15.78,13.83,17.52,13.82,13.88,NA,13.28,61.11,55.67,57.69,53.52,62.1,56.35,61.21,NA,58.11,97.98,103.36,62.81,73.2,84.82,105.81,112.02,NA,88.74,141.41,152.02,117.57,139.27,134.92,NA,140.72,0.04,32.29,36.2,36.4,31.99
